"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M",
"1500000US490211104003","Block Group 3, Census Tract 1104, Iron County, Utah","245","59","166","63","136","58","79","46","57","56","30","24","11","18","11","18","0","11","19","16","11","15","8","12","79","42","35","32","44","30",
"1500000US490211104004","Block Group 4, Census Tract 1104, Iron County, Utah","501","96","333","91","249","64","243","66","6","12","84","78","68","75","26","37","42","65","16","17","5","8","11","15","168","72","102","47","66","56",
"1500000US490211105001","Block Group 1, Census Tract 1105, Iron County, Utah","790","161","617","140","431","119","296","86","135","96","186","96","18","30","0","11","18","30","168","91","16","27","152","89","173","90","74","49","99","75",
"1500000US490211105002","Block Group 2, Census Tract 1105, Iron County, Utah","588","168","575","170","478","151","303","103","175","112","97","66","31","40","0","11","31","40","66","75","49","71","17","21","13","17","10","16","3","4",
"1500000US490211105003","Block Group 3, Census Tract 1105, Iron County, Utah","1154","182","723","172","476","129","264","97","212","101","247","135","126","121","64","103","62","57","121","65","62","43","59","41","431","142","165","99","266","122",
"1500000US490211105004","Block Group 4, Census Tract 1105, Iron County, Utah","556","189","349","150","289","132","108","90","181","98","60","68","0","11","0","11","0","11","60","68","11","19","49","75","207","121","11","18","196","120",
"1500000US490211106001","Block Group 1, Census Tract 1106, Iron County, Utah","341","110","119","65","104","60","33","34","71","53","15","22","15","22","0","11","15","22","0","11","0","11","0","11","222","111","36","28","186","107",
"1500000US490211106002","Block Group 2, Census Tract 1106, Iron County, Utah","517","136","300","105","171","74","90","52","81","66","129","80","8","16","0","11","8","16","121","78","60","74","61","51","217","111","30","38","187","105",
"1500000US490211106003","Block Group 3, Census Tract 1106, Iron County, Utah","999","178","614","171","439","140","190","103","249","96","175","97","69","52","0","11","69","52","106","79","34","35","72","73","385","141","220","94","165","114",
"1500000US490211106004","Block Group 4, Census Tract 1106, Iron County, Utah","350","101","257","112","212","79","113","58","99","57","45","74","45","74","0","11","45","74","0","11","0","11","0","11","93","76","35","32","58","68",
"1500000US490211107011","Block Group 1, Census Tract 1107.01, Iron County, Utah","556","125","332","90","332","90","231","75","101","52","0","11","0","11","0","11","0","11","0","11","0","11","0","11","224","103","63","50","161","99",
"1500000US490211107012","Block Group 2, Census Tract 1107.01, Iron County, Utah","1151","156","1016","155","1006","154","871","138","135","99","10","18","0","11","0","11","0","11","10","18","0","11","10","18","135","63","96","57","39","31",
"1500000US490211107013","Block Group 3, Census Tract 1107.01, Iron County, Utah","246","96","73","45","73","45","28","32","45","44","0","11","0","11","0","11","0","11","0","11","0","11","0","11","173","95","11","19","162","95",
"1500000US490211107021","Block Group 1, Census Tract 1107.02, Iron County, Utah","462","94","347","87","271","82","270","82","1","3","76","45","37","38","15","18","22","33","39","29","29","23","10","15","115","68","115","68","0","11",
"1500000US490211107022","Block Group 2, Census Tract 1107.02, Iron County, Utah","1176","136","869","121","751","120","559","122","192","98","118","65","8","12","0","11","8","12","110","64","42","42","68","58","307","112","220","81","87","82",
"1500000US490230101001","Block Group 1, Census Tract 101, Juab County, Utah","619","70","538","84","416","80","379","81","37","39","122","52","16","22","0","11","16","22","106","55","54","35","52","45","81","48","40","29","41","38",
"1500000US490230101002","Block Group 2, Census Tract 101, Juab County, Utah","356","64","318","67","288","61","265","61","23","27","30","37","30","37","30","37","0","11","0","11","0","11","0","11","38","24","38","24","0","11",
"1500000US490230101003","Block Group 3, Census Tract 101, Juab County, Utah","404","74","310","78","269","85","251","84","18","21","41","39","41","39","41","39","0","11","0","11","0","11","0","11","94","48","79","43","15","18",
"1500000US490230101004","Block Group 4, Census Tract 101, Juab County, Utah","325","63","240","61","165","66","132","50","33","39","75","37","30","24","8","13","22","20","45","29","45","29","0","11","85","55","85","55","0","11",
"1500000US490230102001","Block Group 1, Census Tract 102, Juab County, Utah","326","46","219","39","193","41","151","38","42","20","26","12","10","8","8","7","2","3","16","9","14","8","2","4","107","33","68","26","39","23",
"1500000US490230102002","Block Group 2, Census Tract 102, Juab County, Utah","699","65","633","67","521","66","440","67","81","40","112","34","0","11","0","11","0","11","112","34","72","27","40","22","66","27","37","18","29","21",
"1500000US490230102003","Block Group 3, Census Tract 102, Juab County, Utah","337","58","277","59","224","58","183","55","41","25","53","31","37","26","28","24","9","13","16","16","3","4","13","15","60","31","26","17","34","28",
"1500000US490251301001","Block Group 1, Census Tract 1301, Kane County, Utah","257","93","130","62","111","59","95","55","16","22","19","25","19","25","19","25","0","11","0","11","0","11","0","11","127","69","127","69","0","11",
"1500000US490251301002","Block Group 2, Census Tract 1301, Kane County, Utah","322","83","221","76","144","53","106","44","38","44","77","49","40","36","26","32","14","17","37","35","15","15","22","31","101","52","70","44","31","25",
"1500000US490251301003","Block Group 3, Census Tract 1301, Kane County, Utah","348","50","291","43","260","45","230","44","30","23","31","19","14","14","2","3","12","14","17","12","10","8","7","10","57","27","51","25","6","9",
"1500000US490251302001","Block Group 1, Census Tract 1302, Kane County, Utah","758","104","450","98","422","101","381","92","41","42","28","30","0","11","0","11","0","11","28","30","28","30","0","11","308","111","212","101","96","64",
"1500000US490251302002","Block Group 2, Census Tract 1302, Kane County, Utah","234","72","94","43","68","38","59","34","9","14","26","33","26","33","0","11","26","33","0","11","0","11","0","11","140","69","55","29","85","65",
"1500000US490251302003","Block Group 3, Census Tract 1302, Kane County, Utah","552","136","286","103","221","90","200","84","21","23","65","59","21","31","21","31","0","11","44","50","44","50","0","11","266","107","208","98","58","46",
"1500000US490251302004","Block Group 4, Census Tract 1302, Kane County, Utah","454","96","388","86","359","85","244","69","115","58","29","32","0","11","0","11","0","11","29","32","13","17","16","22","66","57","66","57","0","11",
"1500000US490279741001","Block Group 1, Census Tract 9741, Millard County, Utah","470","72","382","66","348","64","293","54","55","40","34","31","19","26","2","3","17","26","15","15","4","4","11","13","88","36","52","22","36","28",
"1500000US490279741002","Block Group 2, Census Tract 9741, Millard County, Utah","306","66","270","69","161","43","156","43","5","8","109","58","0","11","0","11","0","11","109","58","9","14","100","60","36","24","18","16","18","20",
"1500000US490279741003","Block Group 3, Census Tract 9741, Millard County, Utah","551","85","410","66","408","66","294","63","114","66","2","4","0","11","0","11","0","11","2","4","2","4","0","11","141","69","110","61","31","32",
"1500000US490279741004","Block Group 4, Census Tract 9741, Millard County, Utah","295","69","198","62","198","62","180","64","18","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","97","55","74","54","23","20",
"1500000US490279742001","Block Group 1, Census Tract 9742, Millard County, Utah","358","71","268","59","202","56","191","48","11","15","66","37","6","11","6","11","0","11","60","36","43","29","17","24","90","40","54","30","36","28",
"1500000US490279742002","Block Group 2, Census Tract 9742, Millard County, Utah","306","73","237","65","221","64","173","64","48","24","16","18","3","5","3","5","0","11","13","18","13","18","0","11","69","38","29","27","40","36",
"1500000US490279742003","Block Group 3, Census Tract 9742, Millard County, Utah","365","75","270","68","247","69","146","51","101","66","23","24","0","11","0","11","0","11","23","24","14","20","9","14","95","60","68","51","27","25",
"1500000US490279743001","Block Group 1, Census Tract 9743, Millard County, Utah","306","47","220","40","196","35","173","31","23","17","24","15","1","4","1","4","0","11","23","15","18","12","5","5","86","30","65","21","21","18",
"1500000US490279743002","Block Group 2, Census Tract 9743, Millard County, Utah","415","67","295","71","225","49","188","37","37","27","70","56","6","6","6","6","0","11","64","56","23","20","41","53","120","34","86","30","34","19",
"1500000US490279743003","Block Group 3, Census Tract 9743, Millard County, Utah","521","60","431","59","359","56","327","54","32","23","72","45","48","43","48","43","0","11","24","19","13","10","11","15","90","32","41","21","49","25",
"1500000US490279743004","Block Group 4, Census Tract 9743, Millard County, Utah","317","53","230","54","153","42","126","41","27","23","77","41","5","8","5","8","0","11","72","39","50","36","22","20","87","35","68","29","19","16",
"1500000US490299701001","Block Group 1, Census Tract 9701, Morgan County, Utah","820","122","739","108","719","108","650","111","69","43","20","23","6","10","6","10","0","11","14","20","0","11","14","20","81","50","81","50","0","11",
"1500000US490299701002","Block Group 2, Census Tract 9701, Morgan County, Utah","758","78","590","93","542","89","461","64","81","52","48","42","21","30","21","30","0","11","27","29","24","29","3","6","168","58","101","43","67","39",
"1500000US490299701003","Block Group 3, Census Tract 9701, Morgan County, Utah","485","79","459","80","399","75","385","75","14","15","60","54","38","48","38","48","0","11","22","19","9","11","13","16","26","26","23","25","3","6",
"1500000US490299701004","Block Group 4, Census Tract 9701, Morgan County, Utah","417","85","364","78","332","81","294","86","38","38","32","39","32","39","32","39","0","11","0","11","0","11","0","11","53","51","14","18","39","54",
"1500000US490299702001","Block Group 1, Census Tract 9702, Morgan County, Utah","461","55","404","45","358","44","341","45","17","15","46","30","26","25","8","11","18","23","20","18","20","18","0","11","57","39","39","33","18","21",
"1500000US490319601001","Block Group 1, Census Tract 9601, Piute County, Utah","270","38","200","33","166","31","132","29","34","16","34","16","13","10","9","7","4","8","21","12","20","12","1","4","70","22","55","19","15","9",
"1500000US490319601002","Block Group 2, Census Tract 9601, Piute County, Utah","287","44","208","39","186","35","175","35","11","12","22","15","4","4","4","4","0","11","18","15","18","15","0","11","79","25","68","23","11","12",
"1500000US490339501001","Block Group 1, Census Tract 9501, Rich County, Utah","340","68","252","51","222","48","193","50","29","16","30","19","6","6","6","6","0","11","24","19","9","11","15","15","88","44","59","36","29","20",
"1500000US490339501002","Block Group 2, Census Tract 9501, Rich County, Utah","287","44","252","44","228","44","202","45","26","16","24","15","6","6","6","6","0","11","18","12","10","9","8","7","35","14","30","12","5","4",
"1500000US490351001001","Block Group 1, Census Tract 1001, Salt Lake County, Utah","206","48","112","42","63","28","55","27","8","12","49","37","6","10","0","11","6","10","43","40","10","16","33","36","94","37","47","29","47","26",
"1500000US490351001002","Block Group 2, Census Tract 1001, Salt Lake County, Utah","355","52","201","53","128","36","86","27","42","24","73","45","45","35","23","26","22","26","28","26","0","11","28","26","154","50","35","25","119","46",
"1500000US490351002001","Block Group 1, Census Tract 1002, Salt Lake County, Utah","503","58","353","57","313","50","229","42","84","49","40","37","29","35","9","12","20","30","11","14","6","10","5","9","150","52","72","37","78","41",
"1500000US490351003061","Block Group 1, Census Tract 1003.06, Salt Lake County, Utah","497","96","428","95","241","80","94","45","147","71","187","94","37","36","29","33","8","13","150","86","23","28","127","80","69","47","25","19","44","45",
"1500000US490351003062","Block Group 2, Census Tract 1003.06, Salt Lake County, Utah","459","76","229","78","191","81","93","44","98","71","38","24","7","11","7","11","0","11","31","23","31","23","0","11","230","55","29","25","201","52",
"1500000US490351003063","Block Group 3, Census Tract 1003.06, Salt Lake County, Utah","507","84","375","72","276","64","230","57","46","43","99","54","72","40","72","40","0","11","27","35","6","9","21","34","132","60","73","43","59","46",
"1500000US490351003071","Block Group 1, Census Tract 1003.07, Salt Lake County, Utah","523","91","466","90","329","93","329","93","0","11","137","63","18","21","18","21","0","11","119","63","70","49","49","39","57","36","52","35","5","9",
"1500000US490351003072","Block Group 2, Census Tract 1003.07, Salt Lake County, Utah","385","112","359","113","239","91","181","81","58","44","120","85","67","70","0","11","67","70","53","48","26","26","27","41","26","26","26","26","0","11",
"1500000US490351003073","Block Group 3, Census Tract 1003.07, Salt Lake County, Utah","351","110","330","109","237","103","177","96","60","67","93","69","52","57","0","11","52","57","41","45","14","17","27","43","21","17","21","17","0","11",
"1500000US490351003081","Block Group 1, Census Tract 1003.08, Salt Lake County, Utah","539","114","333","110","180","79","79","50","101","75","153","90","36","52","0","11","36","52","117","85","8","14","109","83","206","83","19","22","187","86",
"1500000US490351003082","Block Group 2, Census Tract 1003.08, Salt Lake County, Utah","737","133","610","150","348","108","131","78","217","99","262","133","13","22","13","22","0","11","249","129","123","87","126","99","127","77","53","55","74","60",
"1500000US490351005001","Block Group 1, Census Tract 1005, Salt Lake County, Utah","369","104","246","111","179","105","179","105","0","11","67","63","41","52","8","15","33","51","26","38","26","38","0","11","123","66","123","66","0","11",
"1500000US490351005002","Block Group 2, Census Tract 1005, Salt Lake County, Utah","475","118","351","92","200","85","158","71","42","51","151","90","75","68","43","43","32","49","76","60","76","60","0","11","124","100","63","52","61","87",
"1500000US490351005003","Block Group 3, Census Tract 1005, Salt Lake County, Utah","466","126","259","123","152","127","70","50","82","116","107","62","53","45","40","39","13","23","54","46","30","29","24","36","207","106","207","106","0","11",
"1500000US490351005004","Block Group 4, Census Tract 1005, Salt Lake County, Utah","250","94","113","64","100","67","100","67","0","11","13","21","13","21","13","21","0","11","0","11","0","11","0","11","137","96","121","91","16","26",
"1500000US490351005005","Block Group 5, Census Tract 1005, Salt Lake County, Utah","504","168","352","185","212","149","45","64","167","136","140","105","106","88","0","11","106","88","34","52","0","11","34","52","152","132","0","11","152","132",
"1500000US490351006001","Block Group 1, Census Tract 1006, Salt Lake County, Utah","587","163","380","154","191","128","159","129","32","40","189","108","107","84","22","24","85","82","82","98","0","11","82","98","207","100","94","63","113","92",
"1500000US490351006002","Block Group 2, Census Tract 1006, Salt Lake County, Utah","395","104","255","103","132","90","95","72","37","55","123","70","5","15","5","15","0","11","118","71","72","64","46","41","140","77","140","77","0","11",
"1500000US490351006003","Block Group 3, Census Tract 1006, Salt Lake County, Utah","516","124","434","125","396","122","268","124","128","81","38","39","0","11","0","11","0","11","38","39","38","39","0","11","82","56","82","56","0","11",
"1500000US490351006004","Block Group 4, Census Tract 1006, Salt Lake County, Utah","411","133","228","117","128","95","0","11","128","95","100","71","32","39","32","39","0","11","68","60","46","55","22","37","183","103","127","99","56","55",
"1500000US490351006005","Block Group 5, Census Tract 1006, Salt Lake County, Utah","335","135","232","144","185","135","112","97","73","98","47","42","14","21","14","21","0","11","33","35","16","22","17","27","103","89","46","50","57","89",
"1500000US490351007001","Block Group 1, Census Tract 1007, Salt Lake County, Utah","407","84","147","42","120","40","91","35","29","21","27","23","0","11","0","11","0","11","27","23","18","18","9","14","260","80","79","38","181","72",
"1500000US490351007002","Block Group 2, Census Tract 1007, Salt Lake County, Utah","563","90","224","66","145","58","100","45","45","36","79","51","0","11","0","11","0","11","79","51","50","38","29","34","339","89","115","56","224","80",
"1500000US490351007003","Block Group 3, Census Tract 1007, Salt Lake County, Utah","372","80","132","55","63","40","38","35","25","26","69","57","13","17","9","15","4","7","56","54","0","11","56","54","240","74","26","20","214","74",
"1500000US490351008001","Block Group 1, Census Tract 1008, Salt Lake County, Utah","486","93","170","67","118","54","34","31","84","51","52","49","35","44","0","11","35","44","17","21","8","14","9","15","316","99","69","38","247","89",
"1500000US490351008002","Block Group 2, Census Tract 1008, Salt Lake County, Utah","338","76","100","45","92","42","39","29","53","34","8","14","8","14","0","11","8","14","0","11","0","11","0","11","238","68","75","38","163","55",
"1500000US490351008003","Block Group 3, Census Tract 1008, Salt Lake County, Utah","486","99","84","37","84","37","0","11","84","37","0","11","0","11","0","11","0","11","0","11","0","11","0","11","402","103","9","14","393","106",
"1500000US490351010001","Block Group 1, Census Tract 1010, Salt Lake County, Utah","439","73","225","49","188","51","147","48","41","35","37","26","20","23","20","23","0","11","17","19","17","19","0","11","214","64","113","51","101","44",
"1500000US490351010002","Block Group 2, Census Tract 1010, Salt Lake County, Utah","844","109","614","110","485","95","372","90","113","71","129","73","65","60","24","28","41","55","64","43","40","36","24","25","230","73","84","43","146","65",
"1500000US490351011011","Block Group 1, Census Tract 1011.01, Salt Lake County, Utah","531","80","184","57","150","53","65","40","85","50","34","32","0","11","0","11","0","11","34","32","22","26","12","19","347","83","133","58","214","79",
"1500000US490351011012","Block Group 2, Census Tract 1011.01, Salt Lake County, Utah","590","85","173","78","93","53","32","32","61","39","80","66","10","15","10","15","0","11","70","65","0","11","70","65","417","97","70","81","347","92",
"1500000US490351011021","Block Group 1, Census Tract 1011.02, Salt Lake County, Utah","896","161","324","140","181","98","13","20","168","95","143","118","116","112","19","30","97","109","27","31","0","11","27","31","572","143","26","31","546","140",
"1500000US490351011022","Block Group 2, Census Tract 1011.02, Salt Lake County, Utah","683","144","182","97","115","72","47","44","68","63","67","75","10","16","10","16","0","11","57","74","45","70","12","19","501","120","154","61","347","131",
"1500000US490351011023","Block Group 3, Census Tract 1011.02, Salt Lake County, Utah","630","133","108","68","108","68","49","44","59","49","0","11","0","11","0","11","0","11","0","11","0","11","0","11","522","134","100","73","422","115",
"1500000US490351012001","Block Group 1, Census Tract 1012, Salt Lake County, Utah","448","107","259","91","235","98","194","91","41","48","24","29","0","11","0","11","0","11","24","29","8","15","16","25","189","93","92","61","97","86",
"1500000US490351012002","Block Group 2, Census Tract 1012, Salt Lake County, Utah","427","102","127","69","112","65","92","56","20","29","15","22","0","11","0","11","0","11","15","22","15","22","0","11","300","122","79","50","221","116",
"1500000US490351012003","Block Group 3, Census Tract 1012, Salt Lake County, Utah","576","108","144","76","112","69","93","59","19","33","32","39","15","25","15","25","0","11","17","29","0","11","17","29","432","122","124","71","308","104",
"1500000US490351012004","Block Group 4, Census Tract 1012, Salt Lake County, Utah","664","114","202","86","181","80","75","57","106","65","21","32","0","11","0","11","0","11","21","32","21","32","0","11","462","104","106","88","356","102",
"1500000US490351014001","Block Group 1, Census Tract 1014, Salt Lake County, Utah","244","92","244","92","212","86","30","12","182","85","32","42","0","11","0","11","0","11","32","42","0","11","32","42","0","11","0","11","0","11",
"1500000US490351014002","Block Group 2, Census Tract 1014, Salt Lake County, Utah","564","109","479","119","463","118","0","11","463","118","16","18","8","13","0","11","8","13","8","12","0","11","8","12","85","66","0","11","85","66",
"1500000US490351014003","Block Group 3, Census Tract 1014, Salt Lake County, Utah","379","93","42","30","24","22","0","11","24","22","18","20","9","13","0","11","9","13","9","14","0","11","9","14","337","94","0","11","337","94",
"1500000US490351015001","Block Group 1, Census Tract 1015, Salt Lake County, Utah","352","75","95","63","62","41","45","32","17","22","33","45","0","11","0","11","0","11","33","45","0","11","33","45","257","72","133","57","124","62",
"1500000US490351015002","Block Group 2, Census Tract 1015, Salt Lake County, Utah","335","73","132","44","116","40","68","35","48","23","16","19","7","11","0","11","7","11","9","15","0","11","9","15","203","72","25","22","178","75",
"1500000US490351015003","Block Group 3, Census Tract 1015, Salt Lake County, Utah","517","91","162","62","134","59","53","31","81","58","28","26","10","16","10","16","0","11","18","20","0","11","18","20","355","103","29","28","326","100",
"1500000US490351015004","Block Group 4, Census Tract 1015, Salt Lake County, Utah","288","73","71","40","66","39","42","26","24","26","5","12","0","11","0","11","0","11","5","12","0","11","5","12","217","83","12","17","205","87",
"1500000US490351016001","Block Group 1, Census Tract 1016, Salt Lake County, Utah","414","78","84","39","77","37","19","21","58","35","7","11","0","11","0","11","0","11","7","11","0","11","7","11","330","75","26","25","304","71",
"1500000US490351016002","Block Group 2, Census Tract 1016, Salt Lake County, Utah","703","114","211","78","183","68","93","42","90","55","28","30","18","27","0","11","18","27","10","14","0","11","10","14","492","113","100","53","392","111",
"1500000US490351016003","Block Group 3, Census Tract 1016, Salt Lake County, Utah","631","101","258","68","172","61","130","52","42","39","86","46","20","24","20","24","0","11","66","40","25","24","41","33","373","105","81","45","292","104",
"1500000US490351017001","Block Group 1, Census Tract 1017, Salt Lake County, Utah","714","112","218","79","125","56","35","25","90","48","93","60","28","27","28","27","0","11","65","54","9","16","56","53","496","96","153","62","343","90",
"1500000US490351017002","Block Group 2, Census Tract 1017, Salt Lake County, Utah","612","94","120","61","96","57","22","27","74","50","24","23","9","15","9","15","0","11","15","17","0","11","15","17","492","101","157","62","335","98",
"1500000US490351017003","Block Group 3, Census Tract 1017, Salt Lake County, Utah","443","103","109","62","67","48","0","11","67","48","42","41","15","18","0","11","15","18","27","39","27","39","0","11","334","95","28","19","306","93",
"1500000US490351018001","Block Group 1, Census Tract 1018, Salt Lake County, Utah","574","99","222","74","182","65","116","49","66","48","40","30","0","11","0","11","0","11","40","30","7","12","33","28","352","87","74","38","278","86",
"1500000US490351018002","Block Group 2, Census Tract 1018, Salt Lake County, Utah","594","91","177","64","163","65","111","58","52","35","14","15","0","11","0","11","0","11","14","15","8","12","6","10","417","97","103","61","314","90",
"1500000US490351018003","Block Group 3, Census Tract 1018, Salt Lake County, Utah","360","55","75","39","57","35","43","31","14","15","18","20","9","14","9","14","0","11","9","13","0","11","9","13","285","68","107","49","178","64",
"1500000US490351019001","Block Group 1, Census Tract 1019, Salt Lake County, Utah","814","117","115","47","115","47","26","19","89","42","0","11","0","11","0","11","0","11","0","11","0","11","0","11","699","120","98","63","601","122",
"1500000US490351019002","Block Group 2, Census Tract 1019, Salt Lake County, Utah","578","85","130","45","100","41","10","15","90","39","30","27","0","11","0","11","0","11","30","27","0","11","30","27","448","93","11","19","437","89",
"1500000US490351020001","Block Group 1, Census Tract 1020, Salt Lake County, Utah","497","93","145","56","100","50","27","21","73","55","45","29","6","9","6","9","0","11","39","28","0","11","39","28","352","85","76","38","276","91",
"1500000US490351020002","Block Group 2, Census Tract 1020, Salt Lake County, Utah","347","84","134","67","47","38","22","27","25","26","87","63","41","46","21","33","20","33","46","41","39","37","7","11","213","80","62","40","151","79",
"1500000US490351020003","Block Group 3, Census Tract 1020, Salt Lake County, Utah","441","102","150","77","102","63","21","20","81","58","48","47","22","33","0","11","22","33","26","32","8","13","18","29","291","99","31","24","260","97",
"1500000US490351021001","Block Group 1, Census Tract 1021, Salt Lake County, Utah","1005","84","128","45","75","41","8","12","67","42","53","37","8","13","0","11","8","13","45","33","0","11","45","33","877","87","88","56","789","91",
"1500000US490351023001","Block Group 1, Census Tract 1023, Salt Lake County, Utah","604","103","305","114","154","83","88","59","66","55","151","80","59","47","22","31","37","37","92","76","0","11","92","76","299","96","31","33","268","84",
"1500000US490351023002","Block Group 2, Census Tract 1023, Salt Lake County, Utah","927","113","107","65","49","40","8","12","41","39","58","53","9","14","0","11","9","14","49","52","18","22","31","47","820","125","106","57","714","113",
"1500000US490351025001","Block Group 1, Census Tract 1025, Salt Lake County, Utah","1710","123","300","102","225","93","15","19","210","93","75","47","27","34","0","11","27","34","48","33","0","11","48","33","1410","166","127","66","1283","163",
"1500000US490351026001","Block Group 1, Census Tract 1026, Salt Lake County, Utah","235","70","142","61","128","59","38","23","90","60","14","17","7","12","7","12","0","11","7","12","0","11","7","12","93","63","39","49","54","37",
"1500000US490351026002","Block Group 2, Census Tract 1026, Salt Lake County, Utah","367","102","280","82","96","50","67","44","29","35","184","70","74","64","74","64","0","11","110","46","75","49","35","34","87","70","41","30","46","65",
"1500000US490351026003","Block Group 3, Census Tract 1026, Salt Lake County, Utah","637","105","395","107","249","95","192","89","57","48","146","64","41","44","41","44","0","11","105","61","56","41","49","51","242","88","128","69","114","73",
"1500000US490351027011","Block Group 1, Census Tract 1027.01, Salt Lake County, Utah","480","107","296","101","150","83","106","71","44","49","146","82","38","35","8","13","30","36","108","84","61","58","47","63","184","71","152","66","32","35",
"1500000US490351027012","Block Group 2, Census Tract 1027.01, Salt Lake County, Utah","552","110","350","111","138","55","70","40","68","48","212","108","40","52","12","20","28","48","172","104","29","28","143","100","202","65","36","27","166","61",
"1500000US490351027013","Block Group 3, Census Tract 1027.01, Salt Lake County, Utah","575","107","395","114","305","102","179","68","126","83","90","65","55","54","0","11","55","54","35","34","26","32","9","13","180","62","118","54","62","48",
"1500000US490351027021","Block Group 1, Census Tract 1027.02, Salt Lake County, Utah","339","102","230","82","92","59","57","46","35","38","138","70","20","32","0","11","20","32","118","70","55","48","63","46","109","70","42","60","67","39",
"1500000US490351027022","Block Group 2, Census Tract 1027.02, Salt Lake County, Utah","786","107","627","127","395","111","139","81","256","100","232","118","46","46","46","46","0","11","186","117","79","60","107","92","159","81","43","37","116","73",
"1500000US490351028011","Block Group 1, Census Tract 1028.01, Salt Lake County, Utah","407","93","275","85","226","81","132","65","94","58","49","36","9","16","9","16","0","11","40","33","20","27","20","23","132","60","87","51","45","39",
"1500000US490351028012","Block Group 2, Census Tract 1028.01, Salt Lake County, Utah","584","115","436","107","308","81","285","76","23","24","128","78","72","69","29","29","43","64","56","43","12","19","44","39","148","77","102","47","46","68",
"1500000US490351028013","Block Group 3, Census Tract 1028.01, Salt Lake County, Utah","733","126","518","117","361","115","223","79","138","94","157","78","99","70","31","30","68","70","58","39","23","20","35","33","215","104","121","76","94","82",
"1500000US490351028021","Block Group 1, Census Tract 1028.02, Salt Lake County, Utah","368","89","300","90","125","60","65","44","60","46","175","88","59","58","10","16","49","55","116","81","0","11","116","81","68","56","10","16","58","54",
"1500000US490351028022","Block Group 2, Census Tract 1028.02, Salt Lake County, Utah","345","79","298","78","222","67","192","59","30","30","76","62","9","14","0","11","9","14","67","60","16","21","51","56","47","34","27","25","20","23",
"1500000US490351028023","Block Group 3, Census Tract 1028.02, Salt Lake County, Utah","547","90","451","97","236","83","104","47","132","74","215","95","43","47","5","10","38","46","172","90","51","55","121","71","96","64","0","11","96","64",
"1500000US490351029001","Block Group 1, Census Tract 1029, Salt Lake County, Utah","942","149","278","115","92","76","10","15","82","75","186","87","41","58","41","58","0","11","145","78","57","68","88","62","664","150","61","72","603","145",
"1500000US490351029002","Block Group 2, Census Tract 1029, Salt Lake County, Utah","529","125","292","101","128","78","0","11","128","78","164","94","58","59","19","33","39","48","106","80","0","11","106","80","237","95","78","55","159","89",
"1500000US490351029003","Block Group 3, Census Tract 1029, Salt Lake County, Utah","770","141","297","122","131","72","34","36","97","65","166","100","14","18","0","11","14","18","152","108","6","12","146","107","473","140","154","90","319","119",
"1500000US490351030001","Block Group 1, Census Tract 1030, Salt Lake County, Utah","621","71","272","70","227","69","192","65","35","33","45","42","14","19","6","10","8","14","31","38","24","36","7","11","349","79","140","60","209","77",
"1500000US490351030002","Block Group 2, Census Tract 1030, Salt Lake County, Utah","600","83","298","80","241","90","167","70","74","64","57","39","8","13","8","13","0","11","49","37","36","31","13","21","302","75","178","61","124","63",
"1500000US490351031001","Block Group 1, Census Tract 1031, Salt Lake County, Utah","544","65","348","73","294","75","248","73","46","33","54","44","21","23","21","23","0","11","33","44","6","11","27","43","196","59","144","53","52","35",
"1500000US490351031002","Block Group 2, Census Tract 1031, Salt Lake County, Utah","689","109","472","107","326","107","90","48","236","102","146","73","45","56","7","13","38","55","101","57","23","26","78","51","217","81","129","52","88","65",
"1500000US490351031003","Block Group 3, Census Tract 1031, Salt Lake County, Utah","545","109","241","95","106","66","75","58","31","30","135","58","43","35","15","23","28","29","92","60","21","33","71","49","304","93","85","53","219","84",
"1500000US490351032001","Block Group 1, Census Tract 1032, Salt Lake County, Utah","605","140","402","132","291","125","244","113","47","49","111","97","54","59","41","51","13","24","57","69","6","13","51","69","203","98","162","91","41","44",
"1500000US490351032002","Block Group 2, Census Tract 1032, Salt Lake County, Utah","655","143","329","126","179","72","144","71","35","30","150","112","121","110","97","102","24","37","29","32","29","32","0","11","326","111","121","71","205","88",
"1500000US490351032003","Block Group 3, Census Tract 1032, Salt Lake County, Utah","940","143","237","91","164","81","136","76","28","29","73","74","26","42","26","42","0","11","47","61","0","11","47","61","703","154","193","99","510","123",
"1500000US490351033001","Block Group 1, Census Tract 1033, Salt Lake County, Utah","550","110","214","76","110","49","36","32","74","40","104","66","7","12","0","11","7","12","97","65","80","62","17","19","336","98","37","31","299","100",
"1500000US490351033002","Block Group 2, Census Tract 1033, Salt Lake County, Utah","747","124","199","61","159","58","96","47","63","38","40","34","15","24","15","24","0","11","25","22","9","15","16","15","548","131","146","72","402","128",
