"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M","B11012_016E","B11012_016M","B11012_017E","B11012_017M",
"1500000US490139403001","Block Group 1, Census Tract 9403, Duchesne County, Utah","779","88","499","79","166","50","333","66","38","26","8","11","30","23","146","45","85","33","43","23","12","12","6","9","96","41","92","39","0","11","4","7","0","11",
"1500000US490139403002","Block Group 2, Census Tract 9403, Duchesne County, Utah","478","47","278","42","121","32","157","38","29","16","19","14","10","11","113","30","47","18","48","22","18","12","0","11","58","27","25","17","8","9","18","12","7","11",
"1500000US490139403003","Block Group 3, Census Tract 9403, Duchesne County, Utah","356","35","236","41","121","34","115","30","0","11","0","11","0","11","84","30","37","20","29","17","18","13","0","11","36","20","31","19","0","11","5","7","0","11",
"1500000US490139405001","Block Group 1, Census Tract 9405, Duchesne County, Utah","820","65","537","66","338","58","199","44","23","20","15","16","8","11","172","40","87","32","75","34","10","13","0","11","88","42","55","32","25","23","0","11","8","13",
"1500000US490139405002","Block Group 2, Census Tract 9405, Duchesne County, Utah","560","60","258","53","171","45","87","41","24","26","17","23","7","11","149","41","86","32","28","20","35","20","0","11","129","41","99","36","7","10","23","21","0","11",
"1500000US490139405003","Block Group 3, Census Tract 9405, Duchesne County, Utah","603","56","313","53","174","53","139","42","68","33","29","21","39","27","118","32","49","22","50","20","19","14","0","11","104","41","53","34","7","11","44","26","0","11",
"1500000US490139405004","Block Group 4, Census Tract 9405, Duchesne County, Utah","821","56","554","56","316","49","238","44","35","20","6","10","29","19","135","34","63","27","17","14","38","21","17","12","97","40","63","32","19","17","0","11","15","16",
"1500000US490139406001","Block Group 1, Census Tract 9406, Duchesne County, Utah","393","39","230","45","141","33","89","29","18","12","12","11","6","6","92","25","38","16","27","13","22","14","5","6","53","19","39","19","4","6","8","7","2","3",
"1500000US490139406002","Block Group 2, Census Tract 9406, Duchesne County, Utah","706","62","461","55","175","43","286","54","31","24","7","10","24","22","132","37","75","30","26","22","22","16","9","9","82","33","56","27","6","10","15","14","5","7",
"1500000US490139406003","Block Group 3, Census Tract 9406, Duchesne County, Utah","676","62","458","62","217","50","241","49","36","19","0","11","36","19","97","34","49","24","25","19","23","20","0","11","85","36","45","26","8","11","13","10","19","27",
"1500000US490139406004","Block Group 4, Census Tract 9406, Duchesne County, Utah","411","40","326","39","159","39","167","41","15","16","0","11","15","16","21","16","10","11","0","11","11","12","0","11","49","27","36","22","13","15","0","11","0","11",
"1500000US490139406005","Block Group 5, Census Tract 9406, Duchesne County, Utah","265","33","196","34","100","30","96","25","0","11","0","11","0","11","31","15","27","15","1","2","3","4","0","11","38","22","27","19","2","2","9","12","0","11",
"1500000US490159762001","Block Group 1, Census Tract 9762, Emery County, Utah","294","61","212","58","101","38","111","42","3","4","0","11","3","4","31","16","30","15","0","11","1","3","0","11","48","37","20","12","4","7","24","32","0","11",
"1500000US490159762002","Block Group 2, Census Tract 9762, Emery County, Utah","353","83","216","57","142","53","74","24","5","6","4","6","1","3","125","55","122","56","0","11","3","3","0","11","7","10","7","10","0","11","0","11","0","11",
"1500000US490159762003","Block Group 3, Census Tract 9762, Emery County, Utah","416","70","253","64","160","52","93","36","30","22","11","12","19","20","58","26","41","24","9","11","8","8","0","11","75","35","58","26","0","11","9","14","8","13",
"1500000US490159762004","Block Group 4, Census Tract 9762, Emery County, Utah","405","66","239","59","88","34","151","49","4","6","4","6","0","11","106","38","61","33","30","26","15","13","0","11","56","24","28","17","17","15","11","13","0","11",
"1500000US490159763001","Block Group 1, Census Tract 9763, Emery County, Utah","504","69","324","65","144","53","180","54","14","16","0","11","14","16","111","40","67","33","39","26","5","8","0","11","55","32","51","32","0","11","0","11","4","6",
"1500000US490159763002","Block Group 2, Census Tract 9763, Emery County, Utah","532","77","384","70","121","49","263","61","0","11","0","11","0","11","75","42","64","38","11","18","0","11","0","11","73","48","36","33","9","13","11","18","17","26",
"1500000US490159765001","Block Group 1, Census Tract 9765, Emery County, Utah","437","50","325","56","104","38","221","59","8","11","7","11","1","2","41","19","32","19","2","3","7","5","0","11","63","39","36","21","0","11","27","33","0","11",
"1500000US490159765002","Block Group 2, Census Tract 9765, Emery County, Utah","386","57","214","54","38","22","176","51","16","17","16","17","0","11","83","35","74","35","6","9","3","4","0","11","73","34","64","32","0","11","0","11","9","14",
"1500000US490159765003","Block Group 3, Census Tract 9765, Emery County, Utah","338","71","228","63","90","43","138","43","15","17","15","17","0","11","54","30","37","25","10","13","7","8","0","11","41","27","26","18","7","12","8","13","0","11",
"1500000US490170003001","Block Group 1, Census Tract 3, Garfield County, Utah","349","63","225","65","66","36","159","59","0","11","0","11","0","11","84","40","36","31","12","18","36","30","0","11","40","28","29","22","11","16","0","11","0","11",
"1500000US490170003002","Block Group 2, Census Tract 3, Garfield County, Utah","382","85","261","70","83","40","178","58","10","13","10","13","0","11","66","35","25","27","15","17","26","22","0","11","45","35","37","34","5","10","3","7","0","11",
"1500000US490170004001","Block Group 1, Census Tract 4, Garfield County, Utah","535","95","264","65","21","21","243","61","101","62","24","26","77","54","99","43","84","40","15","16","0","11","0","11","71","33","71","33","0","11","0","11","0","11",
"1500000US490170004002","Block Group 2, Census Tract 4, Garfield County, Utah","494","89","307","62","91","39","216","44","2","3","0","11","2","3","116","30","57","21","23","18","36","13","0","11","69","32","55","32","0","11","14","13","0","11",
"1500000US490190002001","Block Group 1, Census Tract 2, Grand County, Utah","402","115","146","79","40","39","106","78","44","66","0","11","44","66","94","70","51","50","0","11","43","51","0","11","118","77","107","80","0","11","0","11","11","19",
"1500000US490190002002","Block Group 2, Census Tract 2, Grand County, Utah","529","181","200","123","119","92","81","73","0","11","0","11","0","11","129","107","32","43","0","11","97","100","0","11","200","101","156","85","44","60","0","11","0","11",
"1500000US490190002003","Block Group 3, Census Tract 2, Grand County, Utah","456","147","296","148","88","95","208","111","0","11","0","11","0","11","132","99","59","60","36","53","37","48","0","11","28","35","28","35","0","11","0","11","0","11",
"1500000US490190002004","Block Group 4, Census Tract 2, Grand County, Utah","524","181","151","79","43","35","108","71","44","66","0","11","44","66","214","149","94","76","103","125","17","27","0","11","115","92","102","95","13","22","0","11","0","11",
"1500000US490190003001","Block Group 1, Census Tract 3, Grand County, Utah","826","154","432","143","208","124","224","94","75","75","0","11","75","75","207","131","75","66","79","99","53","77","0","11","112","71","56","46","31","35","0","11","25","44",
"1500000US490190003002","Block Group 2, Census Tract 3, Grand County, Utah","557","206","342","181","130","95","212","151","0","11","0","11","0","11","103","87","79","69","24","52","0","11","0","11","112","120","112","120","0","11","0","11","0","11",
"1500000US490190003003","Block Group 3, Census Tract 3, Grand County, Utah","897","188","477","157","89","77","388","140","26","39","0","11","26","39","256","119","177","111","52","65","27","41","0","11","138","82","138","82","0","11","0","11","0","11",
"1500000US490211101001","Block Group 1, Census Tract 1101, Iron County, Utah","231","61","136","39","34","14","102","34","7","8","1","2","6","7","18","10","15","9","2","4","1","2","0","11","70","51","31","27","0","11","35","42","4","7",
"1500000US490211101002","Block Group 2, Census Tract 1101, Iron County, Utah","617","104","385","101","102","66","283","84","0","11","0","11","0","11","172","76","125","69","33","37","14","16","0","11","60","51","40","42","0","11","0","11","20","30",
"1500000US490211101003","Block Group 3, Census Tract 1101, Iron County, Utah","510","108","338","100","109","52","229","79","0","11","0","11","0","11","51","46","51","46","0","11","0","11","0","11","121","56","70","42","36","37","15","22","0","11",
"1500000US490211101004","Block Group 4, Census Tract 1101, Iron County, Utah","146","53","48","22","15","15","33","21","0","11","0","11","0","11","35","40","35","40","0","11","0","11","0","11","63","39","34","29","8","12","21","32","0","11",
"1500000US490211102001","Block Group 1, Census Tract 1102, Iron County, Utah","431","100","280","80","125","64","155","69","0","11","0","11","0","11","43","41","43","41","0","11","0","11","0","11","108","89","108","89","0","11","0","11","0","11",
"1500000US490211102002","Block Group 2, Census Tract 1102, Iron County, Utah","494","104","324","91","115","64","209","83","22","32","0","11","22","32","102","79","19","24","38","61","45","44","0","11","46","55","9","16","0","11","37","55","0","11",
"1500000US490211102003","Block Group 3, Census Tract 1102, Iron County, Utah","812","118","703","115","408","102","295","107","0","11","0","11","0","11","85","71","74","70","11","21","0","11","0","11","24","27","13","21","0","11","11","18","0","11",
"1500000US490211102004","Block Group 4, Census Tract 1102, Iron County, Utah","472","101","393","97","315","104","78","50","12","20","12","20","0","11","22","25","12","19","0","11","10","16","0","11","45","37","45","37","0","11","0","11","0","11",
"1500000US490211103001","Block Group 1, Census Tract 1103, Iron County, Utah","655","116","566","112","321","96","245","74","17","21","10","17","7","11","24","27","0","11","12","20","12","18","0","11","48","36","27","19","21","29","0","11","0","11",
"1500000US490211103002","Block Group 2, Census Tract 1103, Iron County, Utah","636","130","374","127","115","86","259","101","0","11","0","11","0","11","170","97","96","60","0","11","74","80","0","11","92","63","66","47","26","40","0","11","0","11",
"1500000US490211104001","Block Group 1, Census Tract 1104, Iron County, Utah","432","103","115","57","83","50","32","31","0","11","0","11","0","11","144","84","80","62","34","53","20","22","10","15","173","77","108","68","8","13","0","11","57","48",
"1500000US490211104002","Block Group 2, Census Tract 1104, Iron County, Utah","237","85","132","49","36","25","96","44","0","11","0","11","0","11","68","54","19","20","27","44","10","16","12","21","37","56","0","11","0","11","0","11","37","56",
"1500000US490211104003","Block Group 3, Census Tract 1104, Iron County, Utah","256","62","133","53","75","43","58","45","0","11","0","11","0","11","105","57","59","48","9","15","0","11","37","33","18","21","8","14","0","11","0","11","10","16",
"1500000US490211104004","Block Group 4, Census Tract 1104, Iron County, Utah","541","105","302","68","161","70","141","53","20","23","10","15","10","16","77","50","44","36","0","11","10","16","23","29","142","84","79","57","0","11","0","11","63","70",
"1500000US490211105001","Block Group 1, Census Tract 1105, Iron County, Utah","541","131","352","115","137","80","215","91","0","11","0","11","0","11","112","58","69","53","0","11","43","34","0","11","77","75","77","75","0","11","0","11","0","11",
"1500000US490211105002","Block Group 2, Census Tract 1105, Iron County, Utah","677","150","446","127","165","86","281","118","6","8","6","8","0","11","152","119","70","56","69","93","13","20","0","11","73","61","55","57","0","11","18","28","0","11",
"1500000US490211105003","Block Group 3, Census Tract 1105, Iron County, Utah","1598","277","771","193","456","173","315","122","16","28","0","11","16","28","475","180","271","155","106","67","87","78","11","23","336","156","273","142","63","91","0","11","0","11",
"1500000US490211105004","Block Group 4, Census Tract 1105, Iron County, Utah","630","169","299","112","143","79","156","90","108","108","24","41","84","98","92","78","65","79","0","11","11","19","16","26","131","90","114","85","0","11","17","27","0","11",
"1500000US490211106001","Block Group 1, Census Tract 1106, Iron County, Utah","429","144","179","94","34","39","145","81","53","70","12","20","41","67","106","93","14","23","0","11","42","68","50","67","91","75","91","75","0","11","0","11","0","11",
"1500000US490211106002","Block Group 2, Census Tract 1106, Iron County, Utah","410","150","123","79","72","68","51","47","14","25","0","11","14","25","156","98","63","48","17","29","76","96","0","11","117","115","117","115","0","11","0","11","0","11",
"1500000US490211106003","Block Group 3, Census Tract 1106, Iron County, Utah","1326","196","688","195","343","154","345","145","63","64","32","55","31","30","355","180","30","33","236","148","0","11","89","91","220","113","146","101","19","29","13","20","42","41",
"1500000US490211106004","Block Group 4, Census Tract 1106, Iron County, Utah","341","141","187","111","46","48","141","99","0","11","0","11","0","11","66","69","48","61","10","26","8","17","0","11","88","66","73","58","0","11","15","25","0","11",
"1500000US490211107011","Block Group 1, Census Tract 1107.01, Iron County, Utah","938","171","595","172","260","143","335","136","61","61","29","44","32","38","163","88","111","78","13","21","25","30","14","23","119","82","26","33","0","11","0","11","93","74",
"1500000US490211107012","Block Group 2, Census Tract 1107.01, Iron County, Utah","1292","153","998","145","366","97","632","119","30","43","30","43","0","11","208","98","146","83","33","42","29","30","0","11","56","47","38","36","18","30","0","11","0","11",
"1500000US490211107013","Block Group 3, Census Tract 1107.01, Iron County, Utah","408","155","72","72","31","49","41","55","104","101","93","103","11","22","104","79","0","11","0","11","0","11","104","79","128","90","14","23","0","11","0","11","114","87",
"1500000US490211107021","Block Group 1, Census Tract 1107.02, Iron County, Utah","539","87","417","94","87","52","330","83","17","17","0","11","17","17","69","43","34","36","8","15","27","20","0","11","36","28","20","15","1","3","15","23","0","11",
"1500000US490211107022","Block Group 2, Census Tract 1107.02, Iron County, Utah","1416","110","932","108","536","95","396","91","58","50","11","17","47","47","273","76","161","69","49","37","54","47","9","15","153","68","55","32","38","48","35","28","25","23",
"1500000US490230101001","Block Group 1, Census Tract 101, Juab County, Utah","580","101","418","80","221","75","197","73","44","51","34","49","10","17","91","58","32","30","51","48","8","13","0","11","27","24","18","19","0","11","9","14","0","11",
"1500000US490230101002","Block Group 2, Census Tract 101, Juab County, Utah","340","69","223","62","128","57","95","42","15","21","0","11","15","21","71","37","63","34","8","14","0","11","0","11","31","24","20","22","0","11","11","19","0","11",
"1500000US490230101003","Block Group 3, Census Tract 101, Juab County, Utah","666","107","373","86","178","73","195","57","85","58","50","40","35","49","120","69","35","28","45","54","40","36","0","11","88","50","63","34","16","26","9","15","0","11",
"1500000US490230101004","Block Group 4, Census Tract 101, Juab County, Utah","398","102","250","90","122","69","128","56","10","16","10","16","0","11","92","58","73","50","0","11","19","27","0","11","46","35","30","24","0","11","0","11","16","25",
"1500000US490230102001","Block Group 1, Census Tract 102, Juab County, Utah","345","61","178","49","66","31","112","42","4","6","0","11","4","6","86","35","54","28","14","18","18","14","0","11","77","35","45","28","21","20","11","12","0","11",
"1500000US490230102002","Block Group 2, Census Tract 102, Juab County, Utah","776","93","582","82","343","62","239","58","17","19","17","19","0","11","105","41","13","9","59","26","33","24","0","11","72","37","55","33","11","12","0","11","6","7",
"1500000US490230102003","Block Group 3, Census Tract 102, Juab County, Utah","359","66","260","60","120","47","140","43","4","6","0","11","4","6","68","26","33","20","23","19","12","16","0","11","27","15","23","14","0","11","4","6","0","11",
"1500000US490251301001","Block Group 1, Census Tract 1301, Kane County, Utah","230","83","93","45","29","16","64","41","0","11","0","11","0","11","43","43","43","43","0","11","0","11","0","11","94","57","94","57","0","11","0","11","0","11",
"1500000US490251301002","Block Group 2, Census Tract 1301, Kane County, Utah","273","68","98","36","43","24","55","29","32","25","13","17","19","19","70","34","54","31","8","13","8","9","0","11","73","38","63","36","0","11","2","3","8","14",
"1500000US490251301003","Block Group 3, Census Tract 1301, Kane County, Utah","293","60","221","55","86","32","135","41","1","3","1","3","0","11","31","21","26","19","3","4","2","4","0","11","40","21","27","17","2","3","5","8","6","8",
"1500000US490251302001","Block Group 1, Census Tract 1302, Kane County, Utah","577","113","287","88","46","37","241","84","22","34","0","11","22","34","181","88","129","76","36","38","16","25","0","11","87","59","66","52","13","20","0","11","8","18",
"1500000US490251302002","Block Group 2, Census Tract 1302, Kane County, Utah","257","111","93","53","16","25","77","58","0","11","0","11","0","11","95","60","58","41","0","11","0","11","37","48","69","69","54","63","0","11","0","11","15","27",
"1500000US490251302003","Block Group 3, Census Tract 1302, Kane County, Utah","507","109","287","115","104","69","183","97","27","47","0","11","27","47","193","81","127","70","16","26","0","11","50","52","0","11","0","11","0","11","0","11","0","11",
"1500000US490251302004","Block Group 4, Census Tract 1302, Kane County, Utah","506","131","265","112","85","57","180","97","34","46","0","11","34","46","163","87","109","57","0","11","0","11","54","62","44","48","44","48","0","11","0","11","0","11",
"1500000US490279741001","Block Group 1, Census Tract 9741, Millard County, Utah","456","72","330","66","170","56","160","53","23","34","0","11","23","34","54","25","27","18","12","12","15","12","0","11","49","25","41","25","4","6","0","11","4","6",
"1500000US490279741002","Block Group 2, Census Tract 9741, Millard County, Utah","314","82","162","54","68","30","94","48","0","11","0","11","0","11","102","67","55","52","47","46","0","11","0","11","50","57","50","57","0","11","0","11","0","11",
"1500000US490279741003","Block Group 3, Census Tract 9741, Millard County, Utah","559","99","469","103","260","91","209","72","0","11","0","11","0","11","90","69","75","65","7","11","8","14","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US490279741004","Block Group 4, Census Tract 9741, Millard County, Utah","322","94","127","52","76","50","51","33","11","17","0","11","11","17","100","63","85","59","7","11","8","11","0","11","84","65","9","13","42","63","33","43","0","11",
"1500000US490279742001","Block Group 1, Census Tract 9742, Millard County, Utah","396","82","264","69","132","62","132","43","5","7","5","7","0","11","72","40","50","29","12","21","10","7","0","11","55","27","40","24","10","10","5","6","0","11",
"1500000US490279742002","Block Group 2, Census Tract 9742, Millard County, Utah","180","53","139","50","46","37","93","49","0","11","0","11","0","11","24","18","9","13","0","11","7","10","8","11","17","19","17","19","0","11","0","11","0","11",
"1500000US490279742003","Block Group 3, Census Tract 9742, Millard County, Utah","379","74","306","80","136","66","170","58","25","28","10","14","15","22","25","22","18","19","0","11","7","12","0","11","23","25","8","13","0","11","15","21","0","11",
"1500000US490279743001","Block Group 1, Census Tract 9743, Millard County, Utah","332","62","237","48","92","37","145","37","5","5","0","11","5","5","35","17","23","17","7","7","5","5","0","11","55","31","50","30","1","2","1","3","3","4",
"1500000US490279743002","Block Group 2, Census Tract 9743, Millard County, Utah","471","78","348","72","187","56","161","46","0","11","0","11","0","11","59","25","39","22","1","2","19","14","0","11","64","26","52","23","0","11","12","14","0","11",
"1500000US490279743003","Block Group 3, Census Tract 9743, Millard County, Utah","487","79","318","62","130","51","188","50","37","39","37","39","0","11","84","46","65","40","4","5","12","19","3","6","48","31","44","30","0","11","4","6","0","11",
"1500000US490279743004","Block Group 4, Census Tract 9743, Millard County, Utah","441","72","269","62","153","56","116","45","53","32","49","32","4","8","22","15","12","12","10","12","0","11","0","11","97","51","60","31","0","11","9","13","28","37",
"1500000US490299701001","Block Group 1, Census Tract 9701, Morgan County, Utah","1233","135","1038","126","664","118","374","91","23","33","23","33","0","11","40","32","36","31","0","11","4","6","0","11","132","75","86","69","34","35","12","19","0","11",
"1500000US490299701002","Block Group 2, Census Tract 9701, Morgan County, Utah","763","74","561","83","275","69","286","68","4","6","4","6","0","11","132","59","70","43","38","36","19","16","5","8","66","35","13","14","32","30","10","11","11","13",
"1500000US490299701003","Block Group 3, Census Tract 9701, Morgan County, Utah","530","73","429","80","290","76","139","46","13","22","13","22","0","11","62","41","30","33","0","11","27","24","5","9","26","20","26","20","0","11","0","11","0","11",
"1500000US490299701004","Block Group 4, Census Tract 9701, Morgan County, Utah","423","93","325","84","122","76","203","66","8","16","0","11","8","16","34","38","17","26","17","28","0","11","0","11","56","49","7","12","29","38","0","11","20","29",
"1500000US490299702001","Block Group 1, Census Tract 9702, Morgan County, Utah","416","49","352","43","117","28","235","34","6","8","0","11","6","8","22","16","13","14","5","8","4","7","0","11","36","23","36","23","0","11","0","11","0","11",
"1500000US490319601001","Block Group 1, Census Tract 9601, Piute County, Utah","276","41","162","35","61","25","101","24","2","3","0","11","2","3","72","21","58","17","0","11","14","8","0","11","40","20","34","18","0","11","6","7","0","11",
"1500000US490319601002","Block Group 2, Census Tract 9601, Piute County, Utah","256","46","179","37","66","27","113","31","4","7","0","11","4","7","38","21","31","19","0","11","7","10","0","11","35","17","24","14","0","11","11","10","0","11",
"1500000US490339501001","Block Group 1, Census Tract 9501, Rich County, Utah","308","71","219","59","84","33","135","48","4","4","0","11","4","4","38","26","30","23","5","6","3","4","0","11","47","37","40","36","0","11","7","11","0","11",
"1500000US490339501002","Block Group 2, Census Tract 9501, Rich County, Utah","327","70","224","41","122","42","102","29","2","4","0","11","2","4","73","44","34","28","35","29","4","4","0","11","28","26","28","26","0","11","0","11","0","11",
"1500000US490351001001","Block Group 1, Census Tract 1001, Salt Lake County, Utah","219","50","109","37","35","28","74","34","42","29","9","15","33","26","38","35","6","9","0","11","25","31","7","12","30","27","11","16","0","11","13","20","6","8",
"1500000US490351001002","Block Group 2, Census Tract 1001, Salt Lake County, Utah","555","63","119","49","37","29","82","40","40","28","0","11","40","28","142","51","96","39","4","8","6","12","36","34","254","66","108","53","67","56","33","27","46","34",
"1500000US490351002001","Block Group 1, Census Tract 1002, Salt Lake County, Utah","543","47","301","52","92","35","209","54","31","21","5","8","26","19","82","43","35","20","17","26","11","11","19","23","129","43","66","32","6","9","12","12","45","28",
"1500000US490351003061","Block Group 1, Census Tract 1003.06, Salt Lake County, Utah","581","111","132","61","87","63","45","33","91","68","55","64","36","34","197","94","64","60","80","66","25","41","28","32","161","75","72","51","11","17","21","32","57","44",
"1500000US490351003062","Block Group 2, Census Tract 1003.06, Salt Lake County, Utah","769","132","265","93","140","83","125","59","32","29","21","25","11","17","83","62","11","18","0","11","72","62","0","11","389","106","377","107","0","11","0","11","12","18",
"1500000US490351003063","Block Group 3, Census Tract 1003.06, Salt Lake County, Utah","422","99","248","84","92","57","156","60","26","24","16","19","10","16","74","59","30","26","26","43","0","11","18","26","74","53","36","28","29","44","9","14","0","11",
"1500000US490351003071","Block Group 1, Census Tract 1003.07, Salt Lake County, Utah","628","112","365","88","135","61","230","76","43","59","36","59","7","11","120","69","49","47","28","28","43","50","0","11","100","69","33","26","0","11","67","69","0","11",
"1500000US490351003072","Block Group 2, Census Tract 1003.07, Salt Lake County, Utah","396","115","212","91","161","81","51","44","102","67","69","60","33","31","52","48","0","11","25","40","19","20","8","11","30","46","0","11","0","11","0","11","30","46",
"1500000US490351003073","Block Group 3, Census Tract 1003.07, Salt Lake County, Utah","297","80","183","60","96","46","87","54","0","11","0","11","0","11","95","64","9","15","65","60","21","25","0","11","19","22","0","11","0","11","6","12","13","19",
"1500000US490351003081","Block Group 1, Census Tract 1003.08, Salt Lake County, Utah","752","116","337","117","255","110","82","62","88","61","80","63","8","13","203","98","95","80","55","53","53","41","0","11","124","80","61","58","0","11","54","58","9","14",
"1500000US490351003082","Block Group 2, Census Tract 1003.08, Salt Lake County, Utah","556","118","329","90","133","62","196","87","47","47","30","45","17","19","122","74","15","22","75","57","10","16","22","35","58","51","40","50","10","19","0","11","8","12",
"1500000US490351005001","Block Group 1, Census Tract 1005, Salt Lake County, Utah","264","74","149","85","83","79","66","55","16","25","0","11","16","25","83","62","31","35","51","46","1","24","0","11","16","26","0","11","0","11","0","11","16","26",
"1500000US490351005002","Block Group 2, Census Tract 1005, Salt Lake County, Utah","403","105","171","107","92","79","79","83","13","21","13","21","0","11","108","74","31","26","0","11","48","62","29","32","111","84","68","87","0","11","16","26","27","33",
"1500000US490351005003","Block Group 3, Census Tract 1005, Salt Lake County, Utah","515","149","123","104","16","26","107","102","34","40","0","11","34","40","143","74","110","64","0","11","33","38","0","11","215","129","62","78","34","39","0","11","119","107",
"1500000US490351005004","Block Group 4, Census Tract 1005, Salt Lake County, Utah","356","119","154","84","59","49","95","66","154","130","42","62","112","115","32","36","0","11","18","27","14","23","0","11","16","26","16","26","0","11","0","11","0","11",
"1500000US490351005005","Block Group 5, Census Tract 1005, Salt Lake County, Utah","629","179","140","137","55","87","85","109","18","29","0","11","18","29","171","117","84","89","87","78","0","11","0","11","300","170","85","67","20","32","65","103","130","144",
"1500000US490351006001","Block Group 1, Census Tract 1006, Salt Lake County, Utah","470","124","219","88","81","57","138","78","11","17","0","11","11","17","73","64","15","26","0","11","44","50","14","24","167","101","93","68","58","90","16","27","0","11",
"1500000US490351006002","Block Group 2, Census Tract 1006, Salt Lake County, Utah","278","104","142","105","14","24","128","104","0","11","0","11","0","11","101","59","36","30","35","41","19","30","11","18","35","41","35","41","0","11","0","11","0","11",
"1500000US490351006003","Block Group 3, Census Tract 1006, Salt Lake County, Utah","407","125","204","105","69","69","135","76","17","27","0","11","17","27","167","107","37","41","86","87","44","54","0","11","19","30","19","30","0","11","0","11","0","11",
"1500000US490351006004","Block Group 4, Census Tract 1006, Salt Lake County, Utah","754","132","303","157","27","32","276","160","104","116","0","11","104","116","194","121","157","113","37","44","0","11","0","11","153","128","118","117","0","11","15","26","20","34",
"1500000US490351006005","Block Group 5, Census Tract 1006, Salt Lake County, Utah","371","145","163","110","40","41","123","116","27","30","0","11","27","30","162","139","19","32","0","11","122","135","21","35","19","31","0","11","0","11","0","11","19","31",
"1500000US490351007001","Block Group 1, Census Tract 1007, Salt Lake County, Utah","616","109","208","75","106","47","102","63","78","45","30","30","48","33","90","51","90","51","0","11","0","11","0","11","240","102","155","74","0","11","25","39","60","59",
"1500000US490351007002","Block Group 2, Census Tract 1007, Salt Lake County, Utah","492","79","103","55","23","28","80","43","38","45","0","11","38","45","158","58","136","61","14","23","8","13","0","11","193","54","156","53","0","11","0","11","37","34",
"1500000US490351007003","Block Group 3, Census Tract 1007, Salt Lake County, Utah","539","84","113","51","49","35","64","38","24","22","0","11","24","22","205","82","155","66","14","17","6","10","30","34","197","90","122","62","37","59","0","11","38","32",
"1500000US490351008001","Block Group 1, Census Tract 1008, Salt Lake County, Utah","490","85","117","51","39","32","78","39","50","39","0","11","50","39","192","83","127","61","0","11","0","11","65","59","131","59","121","57","0","11","0","11","10","16",
"1500000US490351008002","Block Group 2, Census Tract 1008, Salt Lake County, Utah","441","81","115","58","35","40","80","45","30","29","0","11","30","29","226","69","131","50","0","11","22","25","73","46","70","42","59","34","0","11","0","11","11","18",
"1500000US490351008003","Block Group 3, Census Tract 1008, Salt Lake County, Utah","489","77","100","39","10","18","90","36","18","21","9","17","9","14","282","80","209","73","23","26","9","13","41","32","89","41","53","31","0","11","0","11","36","33",
"1500000US490351010001","Block Group 1, Census Tract 1010, Salt Lake County, Utah","564","70","187","55","68","37","119","48","30","26","8","12","22","23","131","51","92","44","19","21","10","15","10","17","216","71","144","67","20","21","11","16","41","29",
"1500000US490351010002","Block Group 2, Census Tract 1010, Salt Lake County, Utah","844","85","302","76","118","55","184","52","83","69","35","52","48","37","202","74","126","60","7","13","39","32","30","29","257","86","201","87","26","27","8","13","22","24",
"1500000US490351011011","Block Group 1, Census Tract 1011.01, Salt Lake County, Utah","575","104","158","60","40","28","118","56","34","27","0","11","34","27","104","54","76","47","0","11","18","22","10","16","279","112","207","86","51","71","0","11","21","23",
"1500000US490351011012","Block Group 2, Census Tract 1011.01, Salt Lake County, Utah","536","101","112","57","18","18","94","56","37","30","8","12","29","28","185","77","175","76","10","16","0","11","0","11","202","83","193","82","0","11","0","11","9","16",
"1500000US490351011021","Block Group 1, Census Tract 1011.02, Salt Lake County, Utah","941","155","220","111","49","53","171","87","78","72","0","11","78","72","252","108","216","104","0","11","21","35","15","24","391","151","327","153","0","11","38","60","26","31",
"1500000US490351011022","Block Group 2, Census Tract 1011.02, Salt Lake County, Utah","738","150","189","100","30","44","159","90","164","107","0","11","164","107","301","135","191","129","40","58","9","19","61","73","84","54","84","54","0","11","0","11","0","11",
"1500000US490351011023","Block Group 3, Census Tract 1011.02, Salt Lake County, Utah","482","118","99","80","48","66","51","47","0","11","0","11","0","11","176","92","128","76","14","24","34","52","0","11","207","99","177","105","0","11","0","11","30","46",
"1500000US490351012001","Block Group 1, Census Tract 1012, Salt Lake County, Utah","537","101","303","92","95","75","208","88","0","11","0","11","0","11","193","100","138","76","0","11","0","11","55","70","41","42","26","34","0","11","0","11","15","24",
"1500000US490351012002","Block Group 2, Census Tract 1012, Salt Lake County, Utah","461","138","170","81","90","65","80","62","87","60","0","11","87","60","108","102","14","21","0","11","0","11","94","101","96","86","81","83","0","11","15","23","0","11",
"1500000US490351012003","Block Group 3, Census Tract 1012, Salt Lake County, Utah","630","122","160","111","39","42","121","98","48","38","0","11","48","38","202","92","167","90","35","42","0","11","0","11","220","99","141","83","19","34","0","11","60","65",
